time,airTemperature.noaa,airTemperature.sg,currentDirection.meto,currentDirection.sg,currentSpeed.meto,currentSpeed.sg,humidity.noaa,humidity.sg,precipitation.noaa,precipitation.sg,seaLevel.meto,seaLevel.sg,secondarySwellDirection.noaa,secondarySwellDirection.sg,secondarySwellHeight.noaa,secondarySwellHeight.sg,secondarySwellPeriod.noaa,secondarySwellPeriod.sg,swellDirection.icon,swellDirection.meteo,swellDirection.noaa,swellDirection.sg,swellHeight.icon,swellHeight.meteo,swellHeight.noaa,swellHeight.sg,swellPeriod.icon,swellPeriod.meteo,swellPeriod.noaa,swellPeriod.sg,windDirection.icon,windDirection.noaa,windDirection.sg,windSpeed.icon,windSpeed.noaa,windSpeed.sg
2022-07-10T01:00:00+00:00,25.26,25.26,33.61,33.61,0.24,0.24,53.4,53.4,0.0,0.0,-0.19,-0.19,305.2,305.2,0.13,0.13,11.05,11.05,353.55,359.39,238.05,359.39,1.25,0.74,0.11,0.74,6.98,7.36,13.35,7.36,353.4,84.99,353.4,3.61,0.8,3.61
2022-07-10T02:00:00+00:00,24.38,24.38,33.65,33.65,0.24,0.24,59.4,59.4,0.0,0.0,-0.19,-0.19,305.06,305.06,0.14,0.14,11.01,11.01,353.54,357.72,247.57,357.72,1.26,0.75,0.11,0.75,6.96,7.15,13.07,7.15,351.74,92.66,351.74,3.33,0.87,3.33
2022-07-10T03:00:00+00:00,23.49,23.49,33.61,33.61,0.23,0.23,65.4,65.4,0.0,0.0,-0.19,-0.19,304.91,304.91,0.14,0.14,10.98,10.98,353.53,356.04,257.09,356.04,1.26,0.76,0.12,0.76,6.95,6.95,12.8,6.95,350.08,100.33,350.08,3.05,0.93,3.05
2022-07-10T04:00:00+00:00,24.69,24.69,33.21,33.21,0.22,0.22,58.67,58.67,0.0,0.0,-0.19,-0.19,304.93,304.93,0.15,0.15,10.94,10.94,353.5,358.44,241.18,358.44,1.25,0.93,0.12,0.93,6.99,6.52,13.08,6.52,357.13,81.46,357.13,3.52,1.72,3.52
2022-07-10T05:00:00+00:00,25.88,25.88,32.47,32.47,0.21,0.21,51.93,51.93,0.0,0.0,-0.19,-0.19,304.94,304.94,0.15,0.15,10.9,10.9,353.47,0.84,225.26,0.84,1.24,1.1,0.11,1.1,7.03,6.08,13.36,6.08,4.19,62.59,4.19,3.99,2.51,3.99
2022-07-10T06:00:00+00:00,27.08,27.08,31.6,31.6,0.21,0.21,45.2,45.2,0.0,0.0,-0.19,-0.19,304.96,304.96,0.16,0.16,10.86,10.86,353.44,3.24,209.35,3.24,1.23,1.27,0.11,1.27,7.07,5.65,13.64,5.65,11.24,43.72,11.24,4.46,3.3,4.46
2022-07-10T07:00:00+00:00,28.34,28.34,30.26,30.26,0.2,0.2,42.5,42.5,0.0,0.0,-0.19,-0.19,305.46,305.46,0.16,0.16,10.69,10.69,353.4,3.52,209.39,3.52,1.21,1.28,0.11,1.28,7.11,5.57,13.61,5.57,11.22,88.43,11.22,4.85,2.29,4.85
2022-07-10T08:00:00+00:00,29.6,29.6,28.83,28.83,0.2,0.2,39.8,39.8,0.0,0.0,-0.19,-0.19,305.96,305.96,0.16,0.16,10.51,10.51,353.35,3.81,209.43,3.81,1.2,1.3,0.11,1.3,7.15,5.5,13.59,5.5,11.21,133.14,11.21,5.23,1.28,5.23
2022-07-10T09:00:00+00:00,30.86,30.86,27.51,27.51,0.2,0.2,37.1,37.1,0.0,0.0,-0.19,-0.19,306.46,306.46,0.16,0.16,10.34,10.34,353.31,4.09,209.47,4.09,1.18,1.31,0.11,1.31,7.19,5.42,13.56,5.42,11.19,177.85,11.19,5.62,0.27,5.62
2022-07-10T10:00:00+00:00,31.63,31.63,26.25,26.25,0.2,0.2,37.3,37.3,0.0,0.0,-0.19,-0.19,274.22,274.22,0.14,0.14,11.39,11.39,353.97,3.7,209.65,3.7,1.2,1.29,0.09,1.29,7.06,5.48,12.55,5.48,353.31,220.49,353.31,4.92,1.24,4.92
